,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,- V EUR,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,- V EUR
189.,132 ,OBČINA TURNIŠČE,"35.096,84 ","15.914,36 ","15.914,36 ","0,00 ","0,00 ","0,00 ","0,00 ","19.182,48 ","0,00 ","19.182,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","551,28 ","551,28 ","551,28 ","18.928,62 ","0,00 ","0,00 ","18.928,62 ","18.928,62 ","426.076,28 ","0,00 ","0,00 ","0,00 ","2.735,82 ","2.735,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","400.085,02 ","400.085,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.255,44 ","23.255,44 ","181.359,89 ","81.615,50 ","81.615,50 ","88.680,39 ","88.680,39 ","11.064,00 ","11.064,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.207,99 ","6.474,05 ","6.474,05 ","0,00 ","0,00 ","13.161,56 ","13.161,56 ","1.572,38 ","1.572,38 ","12.929,24 ","0,00 ","0,00 ","12.929,24 ","12.929,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41.677,02 ","41.677,02 ","41.677,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.761,38 ","18.761,38 ","4.255,90 ","14.505,48 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.623,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.623,16 ","4.623,16 ","761.211,70 "
190.,133 ,MESTNA OBČINA VELENJE,"1.322.195,86 ","34.558,71 ","34.558,71 ","0,00 ","0,00 ","0,00 ","0,00 ","1.287.526,25 ","0,00 ","1.287.526,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","110,90 ","110,90 ","2.750,80 ","2.750,80 ","2.750,80 ","790,10 ","790,10 ","790,10 ","0,00 ","0,00 ","1.405.252,60 ","386.038,05 ","386.038,05 ","0,00 ","94.979,61 ","94.979,61 ","0,00 ","0,00 ","29.257,90 ","0,00 ","4.574,70 ","24.683,20 ","679.615,25 ","679.615,25 ","0,00 ","0,00 ","0,00 ","6.005,42 ","6.005,42 ","95.238,44 ","95.238,44 ","114.117,93 ","114.117,93 ","1.254.667,36 ","3.858,25 ","3.858,25 ","1.093.141,37 ","1.093.141,37 ","139.209,27 ","139.209,27 ","0,00 ","0,00 ","18.458,47 ","18.458,47 ","877.371,28 ","612.803,52 ","612.803,52 ","234.983,50 ","234.983,50 ","3.495,44 ","3.495,44 ","26.088,82 ","26.088,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.397.628,81 ","1.054,59 ","1.054,59 ","1.387.005,17 ","1.387.005,17 ","0,00 ","0,00 ","9.569,05 ","9.569,05 ","0,00 ","0,00 ","358.371,33 ","358.371,33 ","115.278,63 ","243.092,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.619.028,14 "
191.,187 ,OBČINA VELIKA POLANA,"103.916,02 ","57,65 ","57,65 ","0,00 ","0,00 ","0,00 ","0,00 ","103.858,37 ","0,00 ","103.858,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","93.765,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","35.766,38 ","35.766,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","57.998,78 ","57.998,78 ","0,00 ","0,00 ","37.966,76 ","701,10 ","701,10 ","37.265,66 ","37.265,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","54.356,77 ","54.356,77 ","0,00 ","54.356,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","290.004,71 "
192.,134 ,OBČINA VELIKE LAŠČE,"14.652,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.652,30 ","0,00 ","14.652,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","454.446,97 ","52.006,54 ","52.006,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","329.270,99 ","329.270,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","73.169,44 ","73.169,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","239.342,01 ","813,10 ","813,10 ","23.804,83 ","23.804,83 ","188.603,04 ","188.603,04 ","26.121,04 ","26.121,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.274,43 ","9.274,43 ","9.274,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","717.715,71 "
193.,188 ,OBČINA VERŽEJ,"3.060,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.060,95 ","0,00 ","3.060,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.403,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.482,91 ","12.482,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","920,11 ","920,11 ","0,00 ","0,00 ","28.502,39 ","0,00 ","0,00 ","28.502,39 ","28.502,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","151.407,65 ","85.836,38 ","85.836,38 ","65.571,27 ","65.571,27 ","0,00 ","0,00 ","0,00 ","0,00 ","20.206,43 ","0,00 ","0,00 ","20.206,43 ","20.206,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","67.719,83 ","67.719,83 ","67.719,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","284.300,27 "
194.,135 ,OBČINA VIDEM,"94.320,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","67.086,00 ","0,00 ","67.086,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.234,00 ","27.234,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","729.176,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","705.544,00 ","705.544,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.632,00 ","23.632,00 ","104.697,00 ","3.592,00 ","3.592,00 ","101.105,00 ","101.105,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.282.761,00 ","22.750,00 ","22.750,00 ","0,00 ","0,00 ","1.191.552,00 ","1.191.552,00 ","68.459,00 ","68.459,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.409,00 ","5.409,00 ","5.409,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","518.943,00 ","518.943,00 ","399.409,00 ","119.534,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.735.306,00 "
195.,136 ,OBČINA VIPAVA,"104.217,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","69.695,00 ","0,00 ","69.695,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","34.522,00 ","34.522,00 ","15.876,00 ","15.876,00 ","15.876,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","256.955,00 ","139.785,00 ","139.785,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.718,00 ","0,00 ","16.718,00 ","0,00 ","55.849,00 ","55.849,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.388,00 ","32.388,00 ","12.215,00 ","12.215,00 ","470.957,00 ","0,00 ","0,00 ","470.957,00 ","470.957,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","249.147,00 ","8.902,00 ","8.902,00 ","0,00 ","0,00 ","162.767,00 ","162.767,00 ","77.478,00 ","77.478,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","233.348,00 ","7.747,00 ","7.747,00 ","225.601,00 ","225.601,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.122.530,00 ","2.122.530,00 ","1.125.327,00 ","997.203,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.453.030,00 "
196.,137 ,OBČINA VITANJE,"33.588,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","33.588,42 ","0,00 ","33.588,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","327.974,19 ","17.618,00 ","17.618,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","304.008,79 ","304.008,79 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.347,40 ","6.347,40 ","19.644,39 ","0,00 ","0,00 ","19.644,39 ","19.644,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","112.393,43 ","59.920,00 ","59.920,00 ","52.473,43 ","52.473,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.082,41 ","0,00 ","0,00 ","11.082,41 ","11.082,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","504.682,84 "
197.,138 ,OBČINA VODICE,"52.290,08 ","695,57 ","695,57 ","0,00 ","0,00 ","0,00 ","0,00 ","51.594,51 ","0,00 ","51.594,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","877.815,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","877.815,93 ","877.815,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","949,60 ","949,60 ","949,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","98.410,79 ","44.381,61 ","44.381,61 ","35.557,90 ","35.557,90 ","0,00 ","0,00 ","18.471,28 ","18.471,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","189.698,64 ","0,00 ","0,00 ","185.929,47 ","185.929,47 ","0,00 ","0,00 ","3.769,17 ","3.769,17 ","0,00 ","0,00 ","32.830,12 ","32.830,12 ","22.948,72 ","9.881,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.251.995,16 "
198.,139 ,OBČINA VOJNIK,"62.311,00 ","7.448,00 ","7.448,00 ","0,00 ","0,00 ","0,00 ","0,00 ","53.205,00 ","0,00 ","53.205,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.658,00 ","1.658,00 ","5.821,00 ","5.821,00 ","5.821,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","593.197,00 ","6.072,00 ","6.072,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","500.652,00 ","500.652,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.183,00 ","4.183,00 ","82.290,00 ","82.290,00 ","76.614,00 ","0,00 ","0,00 ","76.107,00 ","76.107,00 ","0,00 ","0,00 ","0,00 ","0,00 ","507,00 ","507,00 ","137.501,00 ","0,00 ","0,00 ","82.590,00 ","82.590,00 ","53.574,00 ","53.574,00 ","1.337,00 ","1.337,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","181.794,00 ","44.669,00 ","44.669,00 ","136.338,00 ","136.338,00 ","0,00 ","0,00 ","787,00 ","787,00 ","0,00 ","0,00 ","517.598,00 ","517.598,00 ","46.680,00 ","470.918,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.574.836,00 "
199.,189 ,OBČINA VRANSKO,"17.634,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.634,23 ","0,00 ","17.634,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","310.903,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","295.901,81 ","295.901,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.001,92 ","15.001,92 ","137.122,51 ","0,00 ","0,00 ","137.122,51 ","137.122,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","73.157,75 ","0,00 ","0,00 ","62.352,95 ","62.352,95 ","10.804,80 ","10.804,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.975,15 ","0,00 ","0,00 ","1.975,15 ","1.975,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","229.964,79 ","229.781,19 ","50.150,51 ","179.630,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","183,60 ","183,60 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","770.758,16 "
200.,140 ,OBČINA VRHNIKA,"358.705,00 ","2.394,00 ","2.394,00 ","0,00 ","0,00 ","0,00 ","0,00 ","355.347,00 ","0,00 ","355.347,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","964,00 ","964,00 ","52.524,00 ","52.524,00 ","52.524,00 ","76.049,00 ","0,00 ","0,00 ","76.049,00 ","76.049,00 ","1.731.597,00 ","0,00 ","0,00 ","0,00 ","22.599,00 ","0,00 ","22.599,00 ","0,00 ","109.027,00 ","103.032,00 ","5.995,00 ","0,00 ","1.532.982,00 ","1.532.982,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.080,00 ","16.080,00 ","50.909,00 ","50.909,00 ","1.692.571,00 ","12.220,00 ","12.220,00 ","1.680.351,00 ","1.680.351,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","610.604,00 ","248.248,00 ","248.248,00 ","48.518,00 ","48.518,00 ","267.775,00 ","267.775,00 ","46.063,00 ","46.063,00 ","57.729,00 ","0,00 ","0,00 ","57.729,00 ","57.729,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","776.043,00 ","367.222,00 ","367.222,00 ","408.821,00 ","408.821,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.179.050,00 ","2.179.050,00 ","1.775.244,00 ","403.806,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.534.872,00 "
201.,141 ,OBČINA VUZENICA,"12.370,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.370,00 ","0,00 ","12.370,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","184.255,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","184.255,00 ","184.255,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","90.166,00 ","243,00 ","243,00 ","89.923,00 ","89.923,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","61.727,00 ","7.441,00 ","7.441,00 ","16.944,00 ","16.944,00 ","22.274,00 ","22.274,00 ","15.068,00 ","15.068,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","97.133,00 ","97,00 ","97,00 ","96.420,00 ","96.420,00 ","0,00 ","0,00 ","616,00 ","616,00 ","0,00 ","0,00 ","52.418,00 ","52.418,00 ","0,00 ","52.418,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","498.069,00 "
202.,142 ,OBČINA ZAGORJE OB SAVI,"141.009,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","140.844,00 ","0,00 ","140.844,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","165,00 ","165,00 ","6.704,00 ","6.704,00 ","6.704,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.613.937,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.234.172,00 ","1.234.172,00 ","0,00 ","0,00 ","0,00 ","12.888,00 ","12.888,00 ","0,00 ","0,00 ","366.877,00 ","366.877,00 ","16.191,00 ","402,00 ","402,00 ","15.789,00 ","15.789,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","167.598,00 ","24.965,00 ","24.965,00 ","33.891,00 ","33.891,00 ","68.009,00 ","68.009,00 ","40.733,00 ","40.733,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","736.157,00 ","287.509,00 ","287.509,00 ","439.634,00 ","439.634,00 ","0,00 ","0,00 ","9.014,00 ","9.014,00 ","0,00 ","0,00 ","2.086.284,00 ","2.086.284,00 ","52.634,00 ","2.033.650,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41.585,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41.585,00 ","41.585,00 ","4.809.465,00 "
203.,143 ,OBČINA ZAVRČ,"1.892,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.892,44 ","0,00 ","1.892,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","197.012,75 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","197.012,75 ","197.012,75 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.931,44 ","0,00 ","0,00 ","27.931,44 ","27.931,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.131,01 ","0,00 ","0,00 ","15.816,58 ","15.816,58 ","5.314,43 ","5.314,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","173.372,05 ","0,00 ","0,00 ","173.372,05 ","173.372,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.948,08 ","18.948,08 ","1.064,45 ","17.883,63 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","440.287,77 "
204.,144 ,OBČINA ZREČE,"186.710,29 ","5.332,84 ","5.332,84 ","0,00 ","0,00 ","0,00 ","0,00 ","181.377,45 ","0,00 ","181.377,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.007,44 ","1.007,44 ","1.007,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","190.056,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","172.986,29 ","172.986,29 ","0,00 ","0,00 ","0,00 ","17.069,94 ","17.069,94 ","0,00 ","0,00 ","0,00 ","0,00 ","117.784,92 ","0,00 ","0,00 ","43.850,56 ","43.850,56 ","0,00 ","0,00 ","73.934,36 ","73.934,36 ","0,00 ","0,00 ","68.257,38 ","34.086,99 ","34.086,99 ","93,24 ","93,24 ","34.077,15 ","34.077,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","29.052,91 ","29.052,91 ","29.052,91 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","52.672,06 ","46.963,50 ","0,00 ","46.963,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.708,56 ","5.708,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","645.541,23 "
